City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
382,grindavik,20,IS,1516458600,74,63.84,-22.43,30.2,14.99
383,dzhebariki-khaya,8,RU,1516462554,0,62.22,135.8,-53.33,2.48
384,morondava,76,MG,1516462555,67,-20.3,44.28,87.39,6.4
385,cay,8,TR,1516462556,71,38.59,31.03,40.99,2.59
386,rongcheng,12,CN,1516462556,94,37.16,122.42,26.77,7.74
387,byron bay,88,AU,1516460400,83,-28.65,153.62,71.6,5.82
388,merauke,64,ID,1516462558,96,-8.49,140.4,79.87,3.27
389,kenai,1,US,1516460160,92,60.55,-151.26,8.6,6.24
390,kemise,32,ET,1516462559,48,10.72,39.87,62.68,2.48
391,saurimo,76,AO,1516462559,89,-9.66,20.4,71.23,5.79
392,sitka,0,US,1516462151,69,37.17,-99.65,29.34,4.72
393,urengoy,44,RU,1516462560,0,65.96,78.37,-42.4,3.27
394,polyarnyy,0,RU,1516460400,92,69.2,33.45,17.6,2.24
395,yokadouma,0,CM,1516462562,33,3.52,15.05,87.07,3.49
396,barranca,12,PE,1516462563,99,-10.75,-77.76,67.86,1.77
397,poum,90,MK,1516460400,81,41.28,20.71,46.4,12.75
398,tateyama,20,JP,1516462565,100,36.66,137.31,19.21,2.26
399,njeru,8,UG,1516462565,43,0.43,33.15,82.08,4.61
400,birjand,0,IR,1516460400,18,32.86,59.22,48.2,6.93
401,wairoa,0,NZ,1516462567,86,-39.04,177.43,68.76,5.84
402,thompson,90,CA,1516460400,84,55.74,-97.86,-2.21,2.24
403,yaya,0,RU,1516462568,87,56.2,86.45,-39.83,9.86
404,flinders,8,AU,1516456800,82,-34.58,150.85,60.8,5.23
405,haines junction,48,CA,1516462075,86,60.75,-137.51,-0.32,2.1
406,waddan,64,LY,1516462569,27,29.16,16.14,70.74,12.06
407,djibo,0,BF,1516462391,20,14.1,-1.63,90.67,13.56
408,nyzhni sirohozy,92,UA,1516462571,95,46.85,34.38,42.97,12.1
409,novodugino,92,RU,1516462572,87,55.63,34.3,20.92,7.07
410,hienghene,92,NC,1516462572,100,-20.68,164.93,75.55,5.06
411,dong hoi,92,VN,1516462573,100,17.48,106.6,69.03,4.27
412,kununurra,44,AU,1516460400,94,-15.77,128.74,78.8,3.36
413,karatuzskoye,8,RU,1516462575,39,53.61,92.87,-26.06,2.55
414,saint-georges,88,CA,1516461989,72,46.12,-70.67,33.25,13.85
415,chicama,20,PE,1516460400,83,-7.84,-79.15,69.8,8.05
416,senanga,32,ZM,1516462576,63,-16.1,23.3,83.65,4.34
417,port hardy,90,CA,1516460400,93,50.7,-127.42,39.2,4.7
418,amapa,92,HN,1516462578,100,15.09,-87.97,62.41,2.48
419,dwarka,0,IN,1516460400,66,28.58,77.04,55.4,7.14
420,akureyri,75,IS,1516460400,92,65.68,-18.09,24.8,8.05
421,narsaq,75,GL,1516459800,29,60.91,-46.05,35.6,36.91
422,san antonio,90,CL,1516460400,77,-33.58,-71.61,64.4,5.82
423,foam lake,0,CA,1516462580,85,51.65,-103.53,22.41,10.94
424,daru,0,SL,1516462163,35,7.99,-10.85,94.14,4.34
425,wangqing,0,CN,1516462581,56,43.31,129.76,2.43,7.85
426,scarborough,44,GB,1516459800,80,54.28,-0.41,39.2,4.7
427,murray bridge,80,AU,1516462581,88,-35.12,139.28,71.28,11.16
428,sabaudia,0,IT,1516460100,67,41.3,13.03,59.0,6.93
429,mardin,20,TR,1516460400,76,37.32,40.72,50.0,3.36
430,tiarei,32,PF,1516460400,88,-17.53,-149.33,75.2,2.24
431,opuwo,8,NA,1516462583,60,-18.06,13.84,81.94,4.56
432,duluth,40,US,1516461300,92,46.77,-92.13,33.8,3.36
433,usinsk,64,RU,1516462584,76,66.0,57.56,0.31,7.4
434,naze,75,NG,1516460400,39,5.43,7.07,96.8,5.82
435,saint-pierre,90,FR,1516460400,100,48.95,4.24,44.6,17.22
436,severnoye,64,RU,1516462585,74,54.09,52.54,3.1,9.15
437,north bend,92,US,1516462586,100,43.41,-124.22,41.94,4.5
438,grand-lahou,48,CI,1516462586,64,5.24,-5.0,89.05,4.05
439,santo antonio do sudoeste,76,BR,1516462587,82,-26.07,-53.73,81.99,4.12
440,vostok,36,RU,1516461995,63,46.45,135.83,-4.42,5.91
441,oktyabrskiy,75,RU,1516460400,85,55.61,37.97,17.6,11.18
442,munger,0,IN,1516462588,83,25.38,86.47,50.94,4.38
443,oyama,75,JP,1516461600,79,36.31,139.8,33.8,2.24
444,alice springs,0,AU,1516460400,47,-23.7,133.88,78.8,8.93
445,boyolangu,76,ID,1516462590,96,-8.09,111.9,71.46,3.78
446,sisimiut,0,GL,1516462590,98,66.94,-53.67,-6.44,6.24
447,manavalakurichi,20,IN,1516460400,78,8.13,77.3,80.6,0.54
448,yantal,12,RU,1516462592,0,56.85,105.25,-41.45,3.0
449,guerrero negro,92,MX,1516462592,100,27.97,-114.04,58.63,11.83
450,pangody,0,RU,1516462593,0,65.85,74.49,-41.68,11.16
451,nhulunbuy,92,AU,1516460400,94,-12.18,136.78,78.8,6.93
452,corinth,75,GR,1516459800,67,37.94,22.93,59.0,9.17
453,coihaique,40,CL,1516460400,46,-45.58,-72.07,69.8,4.7
454,kamenka,80,RU,1516462595,87,53.19,44.05,16.24,13.78
455,parfenyevo,76,RU,1516462596,82,58.48,43.41,11.65,17.65
456,porto novo,75,BR,1516460400,61,-23.68,-45.44,82.4,3.36
457,shingu,24,JP,1516462597,100,33.72,135.99,49.41,4.79
458,birmitrapur,0,IN,1516462599,68,22.4,84.77,58.18,4.5
459,bartica,75,GY,1516460400,74,6.41,-58.62,82.4,9.17
460,siderno,20,IT,1516459800,62,38.28,16.3,59.0,14.99
461,finote selam,92,ET,1516462601,32,10.7,37.27,70.15,2.55
462,vanavara,0,RU,1516462602,0,60.35,102.28,-49.37,3.11
463,pangyan,88,PH,1516462603,99,5.7,125.28,74.02,2.48
464,tura,8,IN,1516462603,81,25.52,90.21,53.95,2.71
465,san blas,5,MX,1516459560,100,21.54,-105.29,42.8,2.77
466,walvis bay,0,NA,1516456800,64,-22.95,14.51,71.6,10.29
467,henties bay,12,NA,1516462605,92,-22.12,14.28,68.04,6.85
468,bonfim,20,BR,1516460400,22,-20.33,-44.24,89.6,6.13
469,fremont,1,US,1516460160,93,37.55,-121.99,48.2,4.12
470,greenville,1,US,1516461300,52,34.85,-82.4,48.2,4.05
471,verkhoyansk,48,RU,1516462608,87,67.55,133.39,-40.6,2.71
472,kutum,0,SD,1516462609,25,14.2,24.66,72.54,10.38
473,dryden,90,CA,1516460400,85,49.79,-92.84,21.2,3.36
474,shelburne,1,CA,1516460400,74,44.08,-80.2,37.4,4.7
475,belaya gora,0,RU,1516462043,0,68.54,146.19,-39.25,3.11
476,northam,40,GB,1516461600,87,51.04,-4.21,50.0,19.46
477,ketchikan,90,US,1516460160,86,55.34,-131.65,41.0,3.36
478,orange walk,40,JM,1516460400,69,17.93,-76.27,82.4,4.7
479,kaeo,88,NZ,1516462024,97,-35.1,173.78,67.45,7.74
480,sao jose da coroa grande,0,BR,1516462101,76,-8.9,-35.15,85.09,8.03
481,pokhara,0,NP,1516462561,85,28.21,83.99,39.24,1.25
482,podporozhye,76,RU,1516462614,81,60.91,34.16,11.74,12.95
483,namibe,76,AO,1516462614,100,-15.19,12.15,73.71,12.17
484,izumo,75,JP,1516460400,80,35.37,132.75,33.8,5.82
485,xining,92,CN,1516462616,51,36.62,101.77,18.67,3.83
486,olinda,75,EC,1516460400,74,-2.03,-79.75,80.6,6.93
487,togur,0,RU,1516462617,0,58.36,82.83,-41.63,6.06
488,porangatu,68,BR,1516462617,60,-13.44,-49.14,83.74,9.04
489,mehamn,24,NO,1516462112,96,71.03,27.85,13.9,10.16
490,sibolga,92,ID,1516462618,100,1.74,98.78,69.03,0.47
491,lima,24,PE,1516462464,70,-12.06,-77.04,68.31,2.37
492,sosnovo-ozerskoye,20,RU,1516462619,67,52.53,111.54,-37.63,3.04
493,mutare,0,MZ,1516462621,35,-18.97,32.67,81.13,3.04
494,necochea,0,AR,1516462621,66,-38.55,-58.74,85.81,10.27
495,mamallapuram,40,IN,1516460400,61,12.63,80.17,77.0,5.82
496,nizhnyaya salda,64,RU,1516462622,81,58.07,60.71,-1.27,5.23
497,semme,90,FR,1516462200,100,46.2,1.5,51.8,17.22
498,shymkent,8,KZ,1516460400,60,42.31,69.59,41.0,4.47
499,simao,0,CN,1516462624,82,22.76,100.79,49.63,2.59
500,callaguip,75,PH,1516460400,88,18.07,120.49,75.2,2.24
501,pavlodar,0,KZ,1516460400,75,52.28,76.96,-18.41,13.42
502,durango,90,US,1516459980,73,37.28,-107.88,35.6,4.7
503,egvekinot,36,RU,1516462627,38,66.32,-179.17,-12.38,2.55
504,san andres,92,PH,1516462628,100,13.32,122.68,75.82,9.53
505,husavik,76,CA,1516462629,86,50.56,-96.99,17.5,5.5
506,nanzhang,88,CN,1516462630,83,31.78,111.84,34.78,2.21
507,miyazu,36,JP,1516462630,93,35.58,135.2,29.47,2.71
508,ryotsu,88,JP,1516462631,100,38.08,138.43,43.83,9.42
509,christchurch,44,NZ,1516460400,93,-43.53,172.64,62.6,2.24
510,sorland,80,NO,1516462132,100,67.67,12.69,31.54,10.27
511,sringeri,20,IN,1516462200,69,13.43,75.26,78.8,3.22
512,codrington,68,AU,1516462633,98,-28.95,153.24,66.91,3.89
513,capaci,40,IT,1516459800,71,38.17,13.24,57.2,16.11
514,quatre cocos,40,MU,1516460400,88,-20.21,57.76,78.8,0.81
515,kalamazoo,1,US,1516461300,74,42.29,-85.59,37.4,9.17
516,ambovombe,56,MG,1516462636,85,-25.18,46.09,76.0,12.77
517,acapulco,40,MX,1516459440,78,16.86,-99.88,73.4,4.7
518,kirakira,56,SB,1516462637,100,-10.46,161.92,81.63,11.16
519,altay,24,CN,1516462125,51,47.83,88.13,-14.0,1.88
520,tessalit,8,ML,1516462638,29,20.2,1.01,72.31,14.67
521,alenquer,75,BR,1516460400,83,-1.95,-54.74,80.6,5.82
522,lugovoy,88,RU,1516462639,86,59.72,65.88,5.71,9.15
523,hayrabolu,75,TR,1516459800,81,41.21,27.11,48.2,6.93
524,padang,44,ID,1516462641,100,-0.92,100.36,82.93,1.54
525,halmstad,80,SE,1516461600,100,56.67,12.86,33.8,6.93
526,khor,24,RU,1516462642,71,47.88,134.96,-5.9,7.92
527,ossora,92,RU,1516462130,92,59.24,163.07,30.06,20.15
528,alta floresta,40,BR,1516456800,94,-9.87,-56.08,73.4,4.7
529,morros,75,BR,1516460400,70,-2.87,-44.04,86.0,9.17
530,shache,0,CN,1516462644,68,38.42,77.24,20.65,3.27
531,lahaina,20,US,1516460160,93,20.87,-156.68,66.2,11.41
532,tuy hoa,100,VN,1516462647,99,13.08,109.3,72.99,9.37
533,georgiyevka,80,RU,1516462647,92,52.25,40.45,27.4,12.06
534,cockburn town,88,TC,1516462078,100,21.46,-71.14,77.04,20.56
535,dodoma,48,TZ,1516462648,90,-6.18,35.75,71.77,3.71
536,isangel,88,VU,1516462648,100,-19.55,169.27,78.61,13.78
537,cuencame,0,MX,1516462649,67,24.87,-103.7,32.58,3.6
538,novopokrovka,36,RU,1516462650,58,45.85,134.51,-1.9,6.29
539,abong mbang,0,CM,1516462651,40,3.98,13.18,86.62,2.55
540,samarai,76,PG,1516462070,100,-10.62,150.67,82.66,6.4
541,ibia,48,NG,1516462651,39,5.18,6.32,94.14,5.01
542,coquimbo,75,CL,1516460400,72,-29.95,-71.34,66.2,8.05
543,yar-sale,0,RU,1516462652,81,66.83,70.83,-25.57,13.44
544,mehran,40,IR,1516460400,71,33.12,46.17,35.6,2.24
545,peniche,0,PT,1516460400,63,39.36,-9.38,60.8,6.93
546,champerico,75,MX,1516459560,82,16.38,-93.6,64.4,2.24
547,nuuk,75,GL,1516459800,100,64.17,-51.74,32.0,27.51
548,colares,0,PT,1516460400,63,38.8,-9.45,60.8,6.93
549,sokolo,8,ML,1516462656,26,14.74,-6.12,88.87,14.34
550,taoudenni,0,ML,1516462656,17,22.68,-3.98,74.83,16.08
551,bouca,8,CF,1516462657,22,6.51,18.28,94.0,5.79
552,banyo,0,CM,1516462657,15,6.75,11.81,88.51,4.83
553,barra do garcas,0,BR,1516462645,47,-15.89,-52.26,94.54,9.31
554,hobyo,8,SO,1516462659,77,5.35,48.53,77.31,18.59
555,menton,0,IT,1516460400,35,43.78,7.5,57.2,5.82
556,takoradi,0,GH,1516462660,87,4.89,-1.75,84.51,9.15
557,nagato,20,JP,1516460400,70,34.35,131.14,44.6,3.36
